id,category,group,title,current_price,new_price
"cat_k_cover_2","Kitchen Utensils","Cover","Silicon",0,
"cat_b_cup_1","Babies Wears","Cup","Baby Cup with Spoon",0,
"cat_k_cup_2","Kitchen Utensils","Cup","GBO Products - Golden",0,
"cat_k_cup_3","Kitchen Utensils","Cup","Glass Ware - Glass Cup by 6 - Small",0,
"cat_k_cup_4","Kitchen Utensils","Cup","Glass with Cover - Golden",0,
"cat_k_cup_5","Kitchen Utensils","Cup","Glass with Cover - White",0,
"cat_k_cup_6","Kitchen Utensils","Cup","Humble Bird - Glass Cup by 6",0,
"cat_k_cup_7","Kitchen Utensils","Cup","Kenedim",0,
"cat_k_cup_8","Kitchen Utensils","Cup","Plastic with Cover",0,
"cat_k_cup_9","Kitchen Utensils","Cup","SMP - Wine Cup - 2 Pcs",0,
"cat_k_cup_10","Kitchen Utensils","Cup","SMP - Wine Cup - 3 in 1 Short",0,
"cat_k_cup_11","Kitchen Utensils","Cup","SMP - Wine Cup - 3 Pcs",0,
"cat_k_cup_12","Kitchen Utensils","Cup","SMP - Glass - Water Cup - 3 in 1",0,
"cat_k_cup_13","Kitchen Utensils","Cup","Stainless with Cover - Big",0,
"cat_k_cup_14","Kitchen Utensils","Cup","Stainless with Cover - Small",0,
"cat_k_cup_15","Kitchen Utensils","Cup","Takeaway - 5 Packs",0,
"cat_k_cup_16","Kitchen Utensils","Cup","Unbreakable - Cup with Cover",0,
"cat_k_cup_17","Kitchen Utensils","Cup","Wine Cup - Long - Single",0,
"cat_k_cup_18","Kitchen Utensils","Cup","Wine Cup - Short - Single",0,
"cat_k_cutlery-set_1","Kitchen Utensils","Cutlery Set","Various - 24 Pcs - Nil",0,
"cat_k_cutter_1","Kitchen Utensils","Cutter","Pie",0,
"cat_k_cutter_2","Kitchen Utensils","Cutter","Vegetable",0,
"cat_k_dispenser_1","Kitchen Utensils","Dispenser","Tooth Paste",0,
"cat_k_dispenser_2","Kitchen Utensils","Dispenser","Water - Table Top",0,
"cat_k_egg-boiler_1","Kitchen Utensils","Egg Boiler","YD501 - Plastic",0,
"cat_e_extention-wire_1","Electrical Materials and Fittings","Extention Wire","Itel - ISU-2321U",0,
"cat_e_extention-wire_2","Electrical Materials and Fittings","Extention Wire","JKJRoyal - Big",0,
"cat_e_extention-wire_3","Electrical Materials and Fittings","Extention Wire","JKJRoyal - Small",0,
"cat_e_extention-wire_4","Electrical Materials and Fittings","Extention Wire","Kincastra",0,
"cat_e_extention-wire_5","Electrical Materials and Fittings","Extention Wire","KingAstra",0,
"cat_e_extention-wire_6","Electrical Materials and Fittings","Extention Wire","Power Socket",0,
"cat_e_extention-wire_7","Electrical Materials and Fittings","Extention Wire","Round - 002USB",0,
