id,rename_photo_to,category,group,title,current_image
"cat_k_cup_6","cat_k_cup_6.jpg","Kitchen Utensils","Cup","Humble Bird - Glass Cup by 6","/images/catalog/web/cup.jpg"
"cat_k_cup_7","cat_k_cup_7.jpg","Kitchen Utensils","Cup","Kenedim","/images/catalog/web/cup.jpg"
"cat_k_cup_8","cat_k_cup_8.jpg","Kitchen Utensils","Cup","Plastic with Cover","/images/catalog/web/cup.jpg"
"cat_k_cup_12","cat_k_cup_12.jpg","Kitchen Utensils","Cup","SMP - Glass - Water Cup - 3 in 1","/images/catalog/web/cup.jpg"
"cat_k_cup_9","cat_k_cup_9.jpg","Kitchen Utensils","Cup","SMP - Wine Cup - 2 Pcs","/images/catalog/web/cup.jpg"
"cat_k_cup_10","cat_k_cup_10.jpg","Kitchen Utensils","Cup","SMP - Wine Cup - 3 in 1 Short","/images/catalog/web/cup.jpg"
"cat_k_cup_11","cat_k_cup_11.jpg","Kitchen Utensils","Cup","SMP - Wine Cup - 3 Pcs","/images/catalog/web/cup.jpg"
"cat_k_cup_13","cat_k_cup_13.jpg","Kitchen Utensils","Cup","Stainless with Cover - Big","/images/catalog/web/cup.jpg"
"cat_k_cup_14","cat_k_cup_14.jpg","Kitchen Utensils","Cup","Stainless with Cover - Small","/images/catalog/web/cup.jpg"
"cat_k_cup_15","cat_k_cup_15.jpg","Kitchen Utensils","Cup","Takeaway - 5 Packs","/images/catalog/web/cup.jpg"
"cat_k_cup_16","cat_k_cup_16.jpg","Kitchen Utensils","Cup","Unbreakable - Cup with Cover","/images/catalog/web/cup.jpg"
"cat_k_cup_17","cat_k_cup_17.jpg","Kitchen Utensils","Cup","Wine Cup - Long - Single","/images/catalog/web/cup.jpg"
"cat_k_cup_18","cat_k_cup_18.jpg","Kitchen Utensils","Cup","Wine Cup - Short - Single","/images/catalog/web/cup.jpg"
"cat_k_cutlery-set_1","cat_k_cutlery-set_1.jpg","Kitchen Utensils","Cutlery Set","Various - 24 Pcs - Nil","/images/catalog/web/cutlery-set.jpg"
"cat_k_cutter_1","cat_k_cutter_1.jpg","Kitchen Utensils","Cutter","Pie","/images/catalog/web/cutter.jpg"
"cat_k_cutter_2","cat_k_cutter_2.jpg","Kitchen Utensils","Cutter","Vegetable","/images/catalog/web/cutter.jpg"
"cat_k_dispenser_1","cat_k_dispenser_1.jpg","Kitchen Utensils","Dispenser","Tooth Paste","/images/catalog/web/dispenser.jpg"
"cat_k_dispenser_2","cat_k_dispenser_2.jpg","Kitchen Utensils","Dispenser","Water - Table Top","/images/catalog/web/dispenser.jpg"
"cat_k_egg-boiler_1","cat_k_egg-boiler_1.jpg","Kitchen Utensils","Egg Boiler","YD501 - Plastic","/images/catalog/web/egg-boiler.jpg"
"cat_k_fan_1","cat_k_fan_1.jpg","Kitchen Utensils","Fan","DB - Standing","/images/catalog/web/fan.jpg"
"cat_k_feeder_1","cat_k_feeder_1.jpg","Kitchen Utensils","Feeder","Standard","/images/catalog/web/feeder.jpg"
"cat_k_foil-paper_1","cat_k_foil-paper_1.jpg","Kitchen Utensils","Foil Paper","Standard","/images/catalog/web/foil-paper.jpg"
"cat_k_food-flask_2","cat_k_food-flask_2.jpg","Kitchen Utensils","Food Flask","Eurosonic ES - 698 - 600ML","/images/catalog/web/food-flask.jpg"
"cat_k_food-flask_3","cat_k_food-flask_3.jpg","Kitchen Utensils","Food Flask","Gift Master - 800ML","/images/catalog/web/food-flask.jpg"
"cat_k_food-flask_4","cat_k_food-flask_4.jpg","Kitchen Utensils","Food Flask","Haers - 600ML","/images/catalog/web/food-flask.jpg"
"cat_k_food-flask_5","cat_k_food-flask_5.jpg","Kitchen Utensils","Food Flask","Insulated Pot - 1.8L","/images/catalog/web/food-flask.jpg"
"cat_k_food-flask_6","cat_k_food-flask_6.jpg","Kitchen Utensils","Food Flask","Master Chef - 1L","/images/catalog/web/food-flask.jpg"
"cat_k_food-flask_7","cat_k_food-flask_7.jpg","Kitchen Utensils","Food Flask","Master Chef - F880 - 800ML","/images/catalog/web/food-flask.jpg"
"cat_k_food-flask_8","cat_k_food-flask_8.jpg","Kitchen Utensils","Food Flask","Master Chef - FF07 - 1.3L","/images/catalog/web/food-flask.jpg"
"cat_k_food-flask_9","cat_k_food-flask_9.jpg","Kitchen Utensils","Food Flask","Masterchef - F1700 - 1.7L","/images/catalog/web/food-flask.jpg"
"cat_k_food-flask_10","cat_k_food-flask_10.jpg","Kitchen Utensils","Food Flask","Masterchef - FF2413 - 1 in 1","/images/catalog/web/food-flask.jpg"
"cat_k_food-flask_11","cat_k_food-flask_11.jpg","Kitchen Utensils","Food Flask","Masterchef - FF3001 - 10 pcs","/images/catalog/web/food-flask.jpg"
"cat_k_food-flask_12","cat_k_food-flask_12.jpg","Kitchen Utensils","Food Flask","MTM - 500ML","/images/catalog/web/food-flask.jpg"
"cat_k_food-flask_13","cat_k_food-flask_13.jpg","Kitchen Utensils","Food Flask","Salvin - For my Family","/images/catalog/web/food-flask.jpg"
"cat_k_food-flask_14","cat_k_food-flask_14.jpg","Kitchen Utensils","Food Flask","Smart Cup","/images/catalog/web/food-flask.jpg"
"cat_k_food-flask_15","cat_k_food-flask_15.jpg","Kitchen Utensils","Food Flask","Spiderman - 650ML","/images/catalog/web/food-flask.jpg"
"cat_k_food-flask_16","cat_k_food-flask_16.jpg","Kitchen Utensils","Food Flask","XY - Food Shelt","/images/catalog/web/food-flask.jpg"
"cat_k_food-warmer_1","cat_k_food-warmer_1.jpg","Kitchen Utensils","Food Warmer","2 in 1","/images/catalog/web/food-warmer.jpg"
"cat_k_food-warmer_3","cat_k_food-warmer_3.jpg","Kitchen Utensils","Food Warmer","Master Chef - FF9092 - 3 in 1","/images/catalog/web/food-warmer.jpg"
"cat_k_food-warmer_2","cat_k_food-warmer_2.jpg","Kitchen Utensils","Food Warmer","Master Chef (3.7L) - Multipurpose","/images/catalog/web/food-warmer.jpg"
"cat_k_food-warmer_4","cat_k_food-warmer_4.jpg","Kitchen Utensils","Food Warmer","Rishabh - 3 in 1","/images/catalog/web/food-warmer.jpg"
"cat_k_food-warmer_5","cat_k_food-warmer_5.jpg","Kitchen Utensils","Food Warmer","VTCL - Rose Gold - 3 in 1","/images/catalog/web/food-warmer.jpg"
"cat_k_food-warmer_6","cat_k_food-warmer_6.jpg","Kitchen Utensils","Food Warmer","VTCL - Sassy Classic - 3 in 1","/images/catalog/web/food-warmer.jpg"
"cat_k_food-warmer_7","cat_k_food-warmer_7.jpg","Kitchen Utensils","Food Warmer","VTCL Satin - 3 in 1","/images/catalog/web/food-warmer.jpg"
"cat_k_fry-pan_1","cat_k_fry-pan_1.jpg","Kitchen Utensils","Fry Pan","Air Fry Pan - Steel (Non-Stick)","/images/catalog/web/fry-pan.jpg"
"cat_k_fry-pan_2","cat_k_fry-pan_2.jpg","Kitchen Utensils","Fry Pan","Manna - Stainless","/images/catalog/web/fry-pan.jpg"
"cat_k_fry-pan_3","cat_k_fry-pan_3.jpg","Kitchen Utensils","Fry Pan","Picasso - Aluminium - With Cover","/images/catalog/web/fry-pan.jpg"
"cat_k_fry-pan_4","cat_k_fry-pan_4.jpg","Kitchen Utensils","Fry Pan","Picasso - Aluminium - Without Cover - Big","/images/catalog/web/fry-pan.jpg"
"cat_k_fry-pan_5","cat_k_fry-pan_5.jpg","Kitchen Utensils","Fry Pan","Picasso - Aluminium - Without Cover - Small","/images/catalog/web/fry-pan.jpg"
"cat_k_fry-pan_6","cat_k_fry-pan_6.jpg","Kitchen Utensils","Fry Pan","Picasso - Non Stick - With Cover","/images/catalog/web/fry-pan.jpg"
"cat_k_gas-cylinder_1","cat_k_gas-cylinder_1.jpg","Kitchen Utensils","Gas Cylinder","3 KG","/images/catalog/web/gas-cylinder.jpg"
"cat_k_gas-lighter_1","cat_k_gas-lighter_1.jpg","Kitchen Utensils","Gas Lighter","Standard","/images/catalog/web/gas-lighter.jpg"
"cat_k_gas-stove_1","cat_k_gas-stove_1.jpg","Kitchen Utensils","Gas Stove","Glass","/images/catalog/web/gas-stove.jpg"
"cat_k_gas-stove_2","cat_k_gas-stove_2.jpg","Kitchen Utensils","Gas Stove","Single","/images/catalog/web/gas-stove.jpg"
"cat_k_gas-stove_3","cat_k_gas-stove_3.jpg","Kitchen Utensils","Gas Stove","Stainless","/images/catalog/web/gas-stove.jpg"
"cat_k_ghana-must-go_1","cat_k_ghana-must-go_1.jpg","Kitchen Utensils","Ghana Must Go","Big","/images/catalog/web/ghana-must-go.jpg"
"cat_k_ghana-must-go_2","cat_k_ghana-must-go_2.jpg","Kitchen Utensils","Ghana Must Go","Liverpool","/images/catalog/web/ghana-must-go.jpg"
"cat_k_glue_1","cat_k_glue_1.jpg","Kitchen Utensils","Glue","Super Glue - Big","/images/catalog/web/glue.jpg"
"cat_k_glue_2","cat_k_glue_2.jpg","Kitchen Utensils","Glue","Super Glue - Small","/images/catalog/web/glue.jpg"
"cat_k_griller_1","cat_k_griller_1.jpg","Kitchen Utensils","Griller","Master Chef - HP408","/images/catalog/web/griller.jpg"
"cat_k_hair-dryer_1","cat_k_hair-dryer_1.jpg","Kitchen Utensils","Hair Dryer","Professional - Nil","/images/catalog/web/hair-dryer.jpg"
"cat_k_hand-grater_1","cat_k_hand-grater_1.jpg","Kitchen Utensils","Hand Grater","4 Shaped","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_2","cat_k_hand-grater_2.jpg","Kitchen Utensils","Hand Grater","Beans - Manual","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_3","cat_k_hand-grater_3.jpg","Kitchen Utensils","Hand Grater","Brava Spring Slicer","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_4","cat_k_hand-grater_4.jpg","Kitchen Utensils","Hand Grater","Chilling and Nuts - Stainless - Manual","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_5","cat_k_hand-grater_5.jpg","Kitchen Utensils","Hand Grater","Chopper - Manual","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_6","cat_k_hand-grater_6.jpg","Kitchen Utensils","Hand Grater","Flat - Big","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_7","cat_k_hand-grater_7.jpg","Kitchen Utensils","Hand Grater","Flat Round","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_8","cat_k_hand-grater_8.jpg","Kitchen Utensils","Hand Grater","Genius Nicer Dicer","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_9","cat_k_hand-grater_9.jpg","Kitchen Utensils","Hand Grater","Hexa - Manual","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_10","cat_k_hand-grater_10.jpg","Kitchen Utensils","Hand Grater","Manna Chilli - Manual","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_11","cat_k_hand-grater_11.jpg","Kitchen Utensils","Hand Grater","Manna Wooden - Manual","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_12","cat_k_hand-grater_12.jpg","Kitchen Utensils","Hand Grater","Manual","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_13","cat_k_hand-grater_13.jpg","Kitchen Utensils","Hand Grater","Okro - 6 Faces","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_14","cat_k_hand-grater_14.jpg","Kitchen Utensils","Hand Grater","Rashnik Chilli Cutter - Round - Manual","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_15","cat_k_hand-grater_15.jpg","Kitchen Utensils","Hand Grater","Rashnik Deluxe - Manual","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_16","cat_k_hand-grater_16.jpg","Kitchen Utensils","Hand Grater","Rashnik Over Cutter - Manual","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_17","cat_k_hand-grater_17.jpg","Kitchen Utensils","Hand Grater","Round Shape","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_18","cat_k_hand-grater_18.jpg","Kitchen Utensils","Hand Grater","Small","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-grater_19","cat_k_hand-grater_19.jpg","Kitchen Utensils","Hand Grater","Supreme Vegetable - Manual","/images/catalog/web/hand-grater.jpg"
"cat_k_hand-mixer_1","cat_k_hand-mixer_1.jpg","Kitchen Utensils","Hand Mixer","Scarlett","/images/catalog/web/hand-mixer.jpg"
"cat_k_hanger_1","cat_k_hanger_1.jpg","Kitchen Utensils","Hanger","for Bag","/images/catalog/web/hanger.jpg"
"cat_k_hanger_2","cat_k_hanger_2.jpg","Kitchen Utensils","Hanger","For Clothe - Iron","/images/catalog/web/hanger.jpg"
"cat_k_hanger_3","cat_k_hanger_3.jpg","Kitchen Utensils","Hanger","For Clothe - Plastic","/images/catalog/web/hanger.jpg"
"cat_k_hanger_4","cat_k_hanger_4.jpg","Kitchen Utensils","Hanger","Iron - Spoon","/images/catalog/web/hanger.jpg"
"cat_k_hanger_5","cat_k_hanger_5.jpg","Kitchen Utensils","Hanger","Kitchen","/images/catalog/web/hanger.jpg"
"cat_k_hanger_6","cat_k_hanger_6.jpg","Kitchen Utensils","Hanger","Pant","/images/catalog/web/hanger.jpg"
"cat_k_hanger_7","cat_k_hanger_7.jpg","Kitchen Utensils","Hanger","Small for Fridge","/images/catalog/web/hanger.jpg"
"cat_k_hanger_8","cat_k_hanger_8.jpg","Kitchen Utensils","Hanger","SS - Bathroom - Iron/Plastic","/images/catalog/web/hanger.jpg"
"cat_k_hanger_9","cat_k_hanger_9.jpg","Kitchen Utensils","Hanger","Wuve - Bathroom - Plastic","/images/catalog/web/hanger.jpg"
"cat_k_holder_1","cat_k_holder_1.jpg","Kitchen Utensils","Holder","Brush and Tooth Paste","/images/catalog/web/holder.jpg"
"cat_k_hot-plate_1","cat_k_hot-plate_1.jpg","Kitchen Utensils","Hot Plate","Glass - Single","/images/catalog/web/hot-plate.jpg"
"cat_k_hot-plate_2","cat_k_hot-plate_2.jpg","Kitchen Utensils","Hot Plate","National HP - 100A - Single - 1,500 W","/images/catalog/web/hot-plate.jpg"
"cat_k_hot-plate_3","cat_k_hot-plate_3.jpg","Kitchen Utensils","Hot Plate","Rashnik - Double - Flat","/images/catalog/web/hot-plate.jpg"
"cat_k_hot-plate_4","cat_k_hot-plate_4.jpg","Kitchen Utensils","Hot Plate","Rashnik - Double - Ring","/images/catalog/web/hot-plate.jpg"
"cat_k_hot-plate_5","cat_k_hot-plate_5.jpg","Kitchen Utensils","Hot Plate","Rashnik - RN - 4076B - Single - 1000W","/images/catalog/web/hot-plate.jpg"
"cat_k_ice-bucket_1","cat_k_ice-bucket_1.jpg","Kitchen Utensils","Ice Bucket","Standard","/images/catalog/web/ice-bucket.jpg"
"cat_k_iron_1","cat_k_iron_1.jpg","Kitchen Utensils","Iron","JD SMP - DI01","/images/catalog/web/iron.jpg"
"cat_k_iron_2","cat_k_iron_2.jpg","Kitchen Utensils","Iron","JD SMP - DI03","/images/catalog/web/iron.jpg"
"cat_k_iron_3","cat_k_iron_3.jpg","Kitchen Utensils","Iron","Rashnik","/images/catalog/web/iron.jpg"
"cat_k_jug_1","cat_k_jug_1.jpg","Kitchen Utensils","Jug","Flower with Cups","/images/catalog/web/jug.jpg"
"cat_k_jug_2","cat_k_jug_2.jpg","Kitchen Utensils","Jug","Hana - Glass - Big","/images/catalog/web/jug.jpg"
"cat_k_jug_3","cat_k_jug_3.jpg","Kitchen Utensils","Jug","Hana - Glass - Small 3 Pcs","/images/catalog/web/jug.jpg"
"cat_k_jug_4","cat_k_jug_4.jpg","Kitchen Utensils","Jug","Hana - Jug and Cup - 7 Pcs","/images/catalog/web/jug.jpg"
"cat_k_jug_5","cat_k_jug_5.jpg","Kitchen Utensils","Jug","Huiluong - 4 in 1","/images/catalog/web/jug.jpg"
"cat_k_jug_6","cat_k_jug_6.jpg","Kitchen Utensils","Jug","JDSMP - 2.4L","/images/catalog/web/jug.jpg"
"cat_k_jug_7","cat_k_jug_7.jpg","Kitchen Utensils","Jug","Lemon with Cups","/images/catalog/web/jug.jpg"
"cat_k_jug_8","cat_k_jug_8.jpg","Kitchen Utensils","Jug","Salvin","/images/catalog/web/jug.jpg"
"cat_k_jug_9","cat_k_jug_9.jpg","Kitchen Utensils","Jug","Salvin - Plastic with Cups","/images/catalog/web/jug.jpg"
"cat_k_jug_10","cat_k_jug_10.jpg","Kitchen Utensils","Jug","SMP - Unbreakable with Cups","/images/catalog/web/jug.jpg"
"cat_k_jug_11","cat_k_jug_11.jpg","Kitchen Utensils","Jug","SMP - Unbreakable with Cups/Handle","/images/catalog/web/jug.jpg"
"cat_k_jug_12","cat_k_jug_12.jpg","Kitchen Utensils","Jug","Stainless","/images/catalog/web/jug.jpg"
"cat_k_jug_13","cat_k_jug_13.jpg","Kitchen Utensils","Jug","Yeecome","/images/catalog/web/jug.jpg"
"cat_k_juicer_1","cat_k_juicer_1.jpg","Kitchen Utensils","Juicer","Manual","/images/catalog/web/juicer.jpg"
"cat_k_juicer_2","cat_k_juicer_2.jpg","Kitchen Utensils","Juicer","Rechargeable","/images/catalog/web/juicer.jpg"
"cat_k_kettle_1","cat_k_kettle_1.jpg","Kitchen Utensils","Kettle","Crown Star - 5L - Electric","/images/catalog/web/kettle.jpg"
"cat_k_kettle_2","cat_k_kettle_2.jpg","Kitchen Utensils","Kettle","Manna - ZBH03 - 3L - Whistling Kettle","/images/catalog/web/kettle.jpg"
"cat_k_kettle_3","cat_k_kettle_3.jpg","Kitchen Utensils","Kettle","SMP - SK03 - 4L - Whistling Kettle","/images/catalog/web/kettle.jpg"
"cat_k_kettle_4","cat_k_kettle_4.jpg","Kitchen Utensils","Kettle","Tower - Alluminium - 3L","/images/catalog/web/kettle.jpg"
"cat_k_kettle_5","cat_k_kettle_5.jpg","Kitchen Utensils","Kettle","Tower - Stainless - 3L","/images/catalog/web/kettle.jpg"
"cat_k_kitchen-spoon_1","cat_k_kitchen-spoon_1.jpg","Kitchen Utensils","Kitchen Spoon","Kiko - 6 Pcs","/images/catalog/web/kitchen-spoon.jpg"
"cat_k_kitchen-spoon_2","cat_k_kitchen-spoon_2.jpg","Kitchen Utensils","Kitchen Spoon","Kitchenware - 4 Pcs","/images/catalog/web/kitchen-spoon.jpg"
"cat_k_kitchen-spoon_3","cat_k_kitchen-spoon_3.jpg","Kitchen Utensils","Kitchen Spoon","Original - 2 in 1","/images/catalog/web/kitchen-spoon.jpg"
"cat_k_kitchen-spoon_4","cat_k_kitchen-spoon_4.jpg","Kitchen Utensils","Kitchen Spoon","Original - Single","/images/catalog/web/kitchen-spoon.jpg"
"cat_k_kitchen-spoon_5","cat_k_kitchen-spoon_5.jpg","Kitchen Utensils","Kitchen Spoon","Paradiso - 32 Pcs","/images/catalog/web/kitchen-spoon.jpg"
"cat_k_kitchen-spoon_6","cat_k_kitchen-spoon_6.jpg","Kitchen Utensils","Kitchen Spoon","Paradiso - 7 Pcs","/images/catalog/web/kitchen-spoon.jpg"
"cat_k_kitchen-spoon_7","cat_k_kitchen-spoon_7.jpg","Kitchen Utensils","Kitchen Spoon","Rubber - 6 in 1","/images/catalog/web/kitchen-spoon.jpg"
"cat_k_kitchen-spoon_8","cat_k_kitchen-spoon_8.jpg","Kitchen Utensils","Kitchen Spoon","Tianmu Boutique - Kitchen Suit - 5 in 1","/images/catalog/web/kitchen-spoon.jpg"
"cat_k_kitchen-spoon_9","cat_k_kitchen-spoon_9.jpg","Kitchen Utensils","Kitchen Spoon","Various","/images/catalog/web/kitchen-spoon.jpg"
"cat_k_kitchen-spoon_10","cat_k_kitchen-spoon_10.jpg","Kitchen Utensils","Kitchen Spoon","Yi Guan - 12 Pcs","/images/catalog/web/kitchen-spoon.jpg"
"cat_k_knife_1","cat_k_knife_1.jpg","Kitchen Utensils","Knife","Butcher Knife - 2011","/images/catalog/web/knife.jpg"
"cat_k_knife_2","cat_k_knife_2.jpg","Kitchen Utensils","Knife","Butcher Knife - JP125# / 6 inch","/images/catalog/web/knife.jpg"
"cat_k_knife_3","cat_k_knife_3.jpg","Kitchen Utensils","Knife","China - Fruit Knife Set","/images/catalog/web/knife.jpg"
"cat_k_knife_4","cat_k_knife_4.jpg","Kitchen Utensils","Knife","Forging Family - 6 Pcs - Nil","/images/catalog/web/knife.jpg"
"cat_k_knife_5","cat_k_knife_5.jpg","Kitchen Utensils","Knife","Kitchen Knife - 7 inch","/images/catalog/web/knife.jpg"
"cat_k_knife_6","cat_k_knife_6.jpg","Kitchen Utensils","Knife","Rashnik - Single","/images/catalog/web/knife.jpg"
"cat_k_lunch-box_1","cat_k_lunch-box_1.jpg","Kitchen Utensils","Lunch Box","Canada","/images/catalog/web/lunch-box.jpg"
"cat_k_lunch-box_2","cat_k_lunch-box_2.jpg","Kitchen Utensils","Lunch Box","China - 1L","/images/catalog/web/lunch-box.jpg"
"cat_k_lunch-box_3","cat_k_lunch-box_3.jpg","Kitchen Utensils","Lunch Box","China - 2L","/images/catalog/web/lunch-box.jpg"
"cat_k_lunch-box_4","cat_k_lunch-box_4.jpg","Kitchen Utensils","Lunch Box","IQIX","/images/catalog/web/lunch-box.jpg"
"cat_k_lunch-box_5","cat_k_lunch-box_5.jpg","Kitchen Utensils","Lunch Box","Multifuntional - Electric - 2L","/images/catalog/web/lunch-box.jpg"
"cat_k_lunch-box_6","cat_k_lunch-box_6.jpg","Kitchen Utensils","Lunch Box","Single","/images/catalog/web/lunch-box.jpg"
"cat_k_lunch-box_7","cat_k_lunch-box_7.jpg","Kitchen Utensils","Lunch Box","With Divider","/images/catalog/web/lunch-box.jpg"
"cat_k_massager_1","cat_k_massager_1.jpg","Kitchen Utensils","Massager","Face","/images/catalog/web/massager.jpg"
"cat_k_microwave_1","cat_k_microwave_1.jpg","Kitchen Utensils","Microwave","Hisence - H20MOBS11","/images/catalog/web/microwave.jpg"
"cat_k_mopping-stick_1","cat_k_mopping-stick_1.jpg","Kitchen Utensils","Mopping Stick","Big","/images/catalog/web/mopping-stick.jpg"
"cat_k_mopping-stick_2","cat_k_mopping-stick_2.jpg","Kitchen Utensils","Mopping Stick","Medium","/images/catalog/web/mopping-stick.jpg"
"cat_k_mopping-stick_3","cat_k_mopping-stick_3.jpg","Kitchen Utensils","Mopping Stick","Small","/images/catalog/web/mopping-stick.jpg"
"cat_k_mug_1","cat_k_mug_1.jpg","Kitchen Utensils","Mug","Coffee Break - With Spoon","/images/catalog/web/mug.jpg"
"cat_k_mug_2","cat_k_mug_2.jpg","Kitchen Utensils","Mug","Emel with Spoons","/images/catalog/web/mug.jpg"
"cat_k_mug_3","cat_k_mug_3.jpg","Kitchen Utensils","Mug","Hana - Single","/images/catalog/web/mug.jpg"
"cat_k_mug_4","cat_k_mug_4.jpg","Kitchen Utensils","Mug","SMP - Single","/images/catalog/web/mug.jpg"
"cat_k_napkin_1","cat_k_napkin_1.jpg","Kitchen Utensils","Napkin","Kitchen - 3 in 1","/images/catalog/web/napkin.jpg"
"cat_k_nylon_1","cat_k_nylon_1.jpg","Kitchen Utensils","Nylon","Takeaway","/images/catalog/web/nylon.jpg"
"cat_k_parker_1","cat_k_parker_1.jpg","Kitchen Utensils","Parker","Standard","/images/catalog/web/parker.jpg"
"cat_k_peg_1","cat_k_peg_1.jpg","Kitchen Utensils","Peg","Sunbelt for Clothe","/images/catalog/web/peg.jpg"
"cat_k_peg_2","cat_k_peg_2.jpg","Kitchen Utensils","Peg","XRZ - Big","/images/catalog/web/peg.jpg"
"cat_k_peg_3","cat_k_peg_3.jpg","Kitchen Utensils","Peg","XRZ - Small","/images/catalog/web/peg.jpg"
"cat_k_plate_1","cat_k_plate_1.jpg","Kitchen Utensils","Plate","Ceramic Plate with Spoon","/images/catalog/web/plate.jpg"
"cat_k_plate_2","cat_k_plate_2.jpg","Kitchen Utensils","Plate","China - 5 Pcs","/images/catalog/web/plate.jpg"
"cat_k_plate_3","cat_k_plate_3.jpg","Kitchen Utensils","Plate","China - Deqin - 4 Pcs","/images/catalog/web/plate.jpg"
"cat_k_plate_4","cat_k_plate_4.jpg","Kitchen Utensils","Plate","Cran Berry - Dinner Set - 10 Pcs White","/images/catalog/web/plate.jpg"
"cat_k_plate_5","cat_k_plate_5.jpg","Kitchen Utensils","Plate","Happy Family - Dinner Set - 4 Pcs","/images/catalog/web/plate.jpg"
"cat_k_plate_6","cat_k_plate_6.jpg","Kitchen Utensils","Plate","SMP - Dinner Set - 3 Pcs","/images/catalog/web/plate.jpg"
"cat_k_plate_7","cat_k_plate_7.jpg","Kitchen Utensils","Plate","SMP - Dinner Set - 6 Pcs","/images/catalog/web/plate.jpg"
"cat_k_plate_8","cat_k_plate_8.jpg","Kitchen Utensils","Plate","Square - Dinner Set - 6 Pcs","/images/catalog/web/plate.jpg"
"cat_k_plate-rack_1","cat_k_plate-rack_1.jpg","Kitchen Utensils","Plate Rack","Concept Fashion - Multipurpose","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_2","cat_k_plate-rack_2.jpg","Kitchen Utensils","Plate Rack","Maximus","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_3","cat_k_plate-rack_3.jpg","Kitchen Utensils","Plate Rack","Multifunctional","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_4","cat_k_plate-rack_4.jpg","Kitchen Utensils","Plate Rack","Multifunctional - Table","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_5","cat_k_plate-rack_5.jpg","Kitchen Utensils","Plate Rack","Pentagon","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_6","cat_k_plate-rack_6.jpg","Kitchen Utensils","Plate Rack","Plate - 2 Steps","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_7","cat_k_plate-rack_7.jpg","Kitchen Utensils","Plate Rack","QDR-247","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_8","cat_k_plate-rack_8.jpg","Kitchen Utensils","Plate Rack","QDR-252+","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_9","cat_k_plate-rack_9.jpg","Kitchen Utensils","Plate Rack","Rashnik - RN-1602","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_10","cat_k_plate-rack_10.jpg","Kitchen Utensils","Plate Rack","Rashnik - RN-1603","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_11","cat_k_plate-rack_11.jpg","Kitchen Utensils","Plate Rack","Rashnik - RN-1606","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_12","cat_k_plate-rack_12.jpg","Kitchen Utensils","Plate Rack","Rashnik - RN-1607","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_13","cat_k_plate-rack_13.jpg","Kitchen Utensils","Plate Rack","Rashnik - RN-1636","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_14","cat_k_plate-rack_14.jpg","Kitchen Utensils","Plate Rack","Salvin - Big","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_15","cat_k_plate-rack_15.jpg","Kitchen Utensils","Plate Rack","Salvin - Small","/images/catalog/web/plate-rack.jpg"
"cat_k_plate-rack_16","cat_k_plate-rack_16.jpg","Kitchen Utensils","Plate Rack","Salvin with Cover","/images/catalog/web/plate-rack.jpg"
"cat_k_plunger_1","cat_k_plunger_1.jpg","Kitchen Utensils","Plunger","Standard","/images/catalog/web/plunger.jpg"
"cat_k_pot_1","cat_k_pot_1.jpg","Kitchen Utensils","Pot","Casserole S-6022 - 7 in 1","/images/catalog/web/pot.jpg"
"cat_k_pot_2","cat_k_pot_2.jpg","Kitchen Utensils","Pot","Casserole S-6024 - 3 in 1","/images/catalog/web/pot.jpg"
"cat_k_pot_3","cat_k_pot_3.jpg","Kitchen Utensils","Pot","Dzire - DZ-5127 - 6 pcs","/images/catalog/web/pot.jpg"
